path,count,coverage
textualProduction.science.opus[].manuscrits[].meta.titles[],17,0.000843714328254504
textualProduction.science.opus[].versions[].dateAndPlace,17,0.000843714328254504
textualProduction.science.opus[].versions[].dateAndPlace[],17,0.000843714328254504
textualProduction.science.opus[].versions[].dateAndPlace[].meta,17,0.000843714328254504
textualProduction.science.opus[].versions[].dateAndPlace[].value,17,0.000843714328254504
commissions.otherCommission[].meta.titles,16,0.0007940840736512979
commissions.otherCommission[].meta.titles[],16,0.0007940840736512979
curriculum.universityCollege[].meta.titles,16,0.0007940840736512979
curriculum.universityCollege[].meta.titles[],16,0.0007940840736512979
ecclesiasticalCareer.communityFundations[].meta.institutions,16,0.0007940840736512979
ecclesiasticalCareer.communityFundations[].meta.institutions[],16,0.0007940840736512979
identity.shortDescription[].comment,16,0.0007940840736512979
identity.shortDescription[].comment[],16,0.0007940840736512979
politicalCareer.importantPosition[].meta.places,16,0.0007940840736512979
politicalCareer.importantPosition[].meta.places[],16,0.0007940840736512979
professionalCareer.culturalFunction[].meta.names,16,0.0007940840736512979
professionalCareer.culturalFunction[].meta.names[],16,0.0007940840736512979
professionalCareer.localAdministrationFunction[].meta.places,16,0.0007940840736512979
professionalCareer.localAdministrationFunction[].meta.places[],16,0.0007940840736512979
textualProduction.administrativePractice.opus[].dateAndPlace[].meta.institutions,16,0.0007940840736512979
textualProduction.administrativePractice.opus[].dateAndPlace[].meta.institutions[],16,0.0007940840736512979
textualProduction.history.opus[].versions[].dateAndPlace[].meta.dates,16,0.0007940840736512979
textualProduction.history.opus[].versions[].dateAndPlace[].meta.dates[],16,0.0007940840736512979
textualProduction.history.opus[].versions[].dateAndPlace[].meta.dates[].type,16,0.0007940840736512979
textualProduction.history.opus[].versions[].versionWork[].meta.names,16,0.0007940840736512979
textualProduction.history.opus[].versions[].versionWork[].meta.names[],16,0.0007940840736512979
textualProduction.justice.opus[].dateAndPlace[].meta.titles,16,0.0007940840736512979
textualProduction.justice.opus[].dateAndPlace[].meta.titles[],16,0.0007940840736512979
textualProduction.justice.opus[].editorialWork[].meta.names,16,0.0007940840736512979
textualProduction.justice.opus[].editorialWork[].meta.names[],16,0.0007940840736512979
textualProduction.medicineOpus.opus[].dedicaceOrAdress,16,0.0007940840736512979
textualProduction.medicineOpus.opus[].dedicaceOrAdress[],16,0.0007940840736512979
textualProduction.medicineOpus.opus[].dedicaceOrAdress[].meta,16,0.0007940840736512979
textualProduction.medicineOpus.opus[].dedicaceOrAdress[].meta.names,16,0.0007940840736512979
textualProduction.medicineOpus.opus[].dedicaceOrAdress[].meta.names[],16,0.0007940840736512979
textualProduction.medicineOpus.opus[].dedicaceOrAdress[].value,16,0.0007940840736512979
textualProduction.philosophyExtended.opus[].manuscrits[].meta.dates,16,0.0007940840736512979
textualProduction.philosophyExtended.opus[].manuscrits[].meta.dates[],16,0.0007940840736512979
textualProduction.philosophyExtended.opus[].manuscrits[].meta.dates[].date,16,0.0007940840736512979
textualProduction.philosophyExtended.opus[].manuscrits[].meta.dates[].type,16,0.0007940840736512979
textualProduction.religion.opus[].modernEdition[].meta.dates,16,0.0007940840736512979
textualProduction.religion.opus[].modernEdition[].meta.dates[],16,0.0007940840736512979
textualProduction.science.opus[].manuscrits[].meta.places,16,0.0007940840736512979
textualProduction.science.opus[].manuscrits[].meta.places[],16,0.0007940840736512979
textualProduction.science.opus[].title[].reference,16,0.0007940840736512979
textualProduction.science.opus[].title[].reference[],16,0.0007940840736512979
textualProduction.science.opus[].versions[].manuscrits,16,0.0007940840736512979
textualProduction.science.opus[].versions[].manuscrits[],16,0.0007940840736512979
textualProduction.science.opus[].versions[].manuscrits[].meta,16,0.0007940840736512979
textualProduction.science.opus[].versions[].manuscrits[].value,16,0.0007940840736512979
curriculum.preUniversity[].meta.names,15,0.0007444538190480917
curriculum.preUniversity[].meta.names[],15,0.0007444538190480917
ecclesiasticalCareer.ecclesiasticalStatus[].meta.places,15,0.0007444538190480917
ecclesiasticalCareer.ecclesiasticalStatus[].meta.places[],15,0.0007444538190480917
orality.orality[].meta.institutions,15,0.0007444538190480917
orality.orality[].meta.institutions[],15,0.0007444538190480917
politicalCareer.exil[].meta.dates[].endDate,15,0.0007444538190480917
politicalCareer.exil[].meta.dates[].endDate.date,15,0.0007444538190480917
politicalCareer.exil[].meta.dates[].endDate.type,15,0.0007444538190480917
politicalCareer.exil[].meta.dates[].startDate,15,0.0007444538190480917
politicalCareer.exil[].meta.dates[].startDate.date,15,0.0007444538190480917
politicalCareer.exil[].meta.dates[].startDate.type,15,0.0007444538190480917
relationalInsertion.connectionsWith[].meta.dates[].date,15,0.0007444538190480917
textualProduction.administrativePractice.opus[].editionBefore1700,15,0.0007444538190480917
textualProduction.administrativePractice.opus[].editionBefore1700[],15,0.0007444538190480917
textualProduction.administrativePractice.opus[].editionBefore1700[].meta,15,0.0007444538190480917
textualProduction.administrativePractice.opus[].editionBefore1700[].value,15,0.0007444538190480917
textualProduction.administrativePractice.opus[].title[].reference,15,0.0007444538190480917
textualProduction.administrativePractice.opus[].title[].reference[],15,0.0007444538190480917
textualProduction.discussedReligion.opus[].dateAndPlace[].meta.dates,15,0.0007444538190480917
textualProduction.discussedReligion.opus[].dateAndPlace[].meta.dates[],15,0.0007444538190480917
textualProduction.discussedReligion.opus[].incipits[].comment,15,0.0007444538190480917
textualProduction.discussedReligion.opus[].incipits[].comment[],15,0.0007444538190480917
textualProduction.discussedScience.opus[].dateAndPlace[].meta.names,15,0.0007444538190480917
textualProduction.discussedScience.opus[].dateAndPlace[].meta.names[],15,0.0007444538190480917
textualProduction.history.opus[].incipits[].comment,15,0.0007444538190480917
textualProduction.history.opus[].incipits[].comment[],15,0.0007444538190480917
textualProduction.history.opus[].versions[].dateAndPlace[].meta.dates[].date,15,0.0007444538190480917
textualProduction.justice.opus[].titleVariant,15,0.0007444538190480917
textualProduction.justice.opus[].titleVariant[],15,0.0007444538190480917
textualProduction.justice.opus[].titleVariant[].meta,15,0.0007444538190480917
textualProduction.justice.opus[].titleVariant[].meta.titles,15,0.0007444538190480917
textualProduction.justice.opus[].titleVariant[].meta.titles[],15,0.0007444538190480917
textualProduction.justice.opus[].titleVariant[].value,15,0.0007444538190480917
textualProduction.litterature.opus[].dedicaceOrAdress[].meta.institutions,15,0.0007444538190480917
textualProduction.litterature.opus[].dedicaceOrAdress[].meta.institutions[],15,0.0007444538190480917
textualProduction.music.opus[].dateAndPlace[].meta.dates,15,0.0007444538190480917
textualProduction.music.opus[].dateAndPlace[].meta.dates[],15,0.0007444538190480917
textualProduction.music.opus[].dateAndPlace[].meta.dates[].type,15,0.0007444538190480917
textualProduction.philosophyExtended.opus[].dateAndPlace[].meta.names,15,0.0007444538190480917
textualProduction.philosophyExtended.opus[].dateAndPlace[].meta.names[],15,0.0007444538190480917
textualProduction.philosophyExtended.opus[].dateAndPlace[].meta.titles,15,0.0007444538190480917
textualProduction.philosophyExtended.opus[].dateAndPlace[].meta.titles[],15,0.0007444538190480917
textualProduction.political.opus[].title[].reference,15,0.0007444538190480917
textualProduction.political.opus[].title[].reference[],15,0.0007444538190480917
textualProduction.political.opus[].versions,15,0.0007444538190480917
textualProduction.political.opus[].versions[],15,0.0007444538190480917
textualProduction.political.opus[].versions[].dateAndPlace,15,0.0007444538190480917
textualProduction.political.opus[].versions[].dateAndPlace[],15,0.0007444538190480917
textualProduction.political.opus[].versions[].dateAndPlace[].meta,15,0.0007444538190480917
textualProduction.political.opus[].versions[].dateAndPlace[].value,15,0.0007444538190480917
textualProduction.political.opus[].versions[].manuscrits,15,0.0007444538190480917
textualProduction.political.opus[].versions[].manuscrits[],15,0.0007444538190480917
textualProduction.political.opus[].versions[].manuscrits[].meta,15,0.0007444538190480917
textualProduction.political.opus[].versions[].manuscrits[].value,15,0.0007444538190480917
textualProduction.religion.opus[].modernEdition[].meta.dates[].type,15,0.0007444538190480917
textualProduction.religion.opus[].versions[].anglaise,15,0.0007444538190480917
textualProduction.religion.opus[].versions[].anglaise[],15,0.0007444538190480917
textualProduction.religion.opus[].versions[].anglaise[].meta,15,0.0007444538190480917
textualProduction.religion.opus[].versions[].anglaise[].meta.titles,15,0.0007444538190480917
textualProduction.religion.opus[].versions[].anglaise[].meta.titles[],15,0.0007444538190480917
textualProduction.religion.opus[].versions[].anglaise[].value,15,0.0007444538190480917
textualProduction.religion.opus[].versions[].hollandaise,15,0.0007444538190480917
textualProduction.religion.opus[].versions[].hollandaise[],15,0.0007444538190480917
textualProduction.religion.opus[].versions[].hollandaise[].meta,15,0.0007444538190480917
textualProduction.religion.opus[].versions[].hollandaise[].meta.titles,15,0.0007444538190480917
textualProduction.religion.opus[].versions[].hollandaise[].meta.titles[],15,0.0007444538190480917
textualProduction.religion.opus[].versions[].hollandaise[].value,15,0.0007444538190480917
textualProduction.science.opus[].dedicaceOrAdress[].meta.institutions,15,0.0007444538190480917
textualProduction.science.opus[].dedicaceOrAdress[].meta.institutions[],15,0.0007444538190480917
assets.gifts[].comment,14,0.0006948235644448856
assets.gifts[].comment[],14,0.0006948235644448856
bibliography.workReferences[].meta.names,14,0.0006948235644448856
bibliography.workReferences[].meta.names[],14,0.0006948235644448856
curriculum.grades[].meta.titles,14,0.0006948235644448856
curriculum.grades[].meta.titles[],14,0.0006948235644448856
curriculum.university[].meta.names,14,0.0006948235644448856
curriculum.university[].meta.names[],14,0.0006948235644448856
distinctiveSign.emblems,14,0.0006948235644448856
distinctiveSign.emblems[],14,0.0006948235644448856
distinctiveSign.emblems[].meta,14,0.0006948235644448856
distinctiveSign.emblems[].value,14,0.0006948235644448856
ecclesiasticalCareer.communityFundations[].reference,14,0.0006948235644448856
ecclesiasticalCareer.communityFundations[].reference[],14,0.0006948235644448856
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].endDate,14,0.0006948235644448856
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].endDate.date,14,0.0006948235644448856
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].endDate.type,14,0.0006948235644448856
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].startDate,14,0.0006948235644448856
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].startDate.date,14,0.0006948235644448856
ecclesiasticalCareer.ecclesiasticalStatus[].meta.dates[].startDate.type,14,0.0006948235644448856
ecclesiasticalCareer.otherFunctions[].meta.titles,14,0.0006948235644448856
ecclesiasticalCareer.otherFunctions[].meta.titles[],14,0.0006948235644448856
identity.nameVariant[].meta.dates,14,0.0006948235644448856
identity.nameVariant[].meta.dates[],14,0.0006948235644448856
politicalCareer.exil[].comment,14,0.0006948235644448856
politicalCareer.exil[].comment[],14,0.0006948235644448856
professionalCareer.kingdowChurchFunction[].comment,14,0.0006948235644448856
professionalCareer.kingdowChurchFunction[].comment[],14,0.0006948235644448856
relationalInsertion.connectionsWith[].comment,14,0.0006948235644448856
relationalInsertion.connectionsWith[].comment[],14,0.0006948235644448856
relationalInsertion.professionalRelationships[].comment,14,0.0006948235644448856
relationalInsertion.professionalRelationships[].comment[],14,0.0006948235644448856
textualProduction.administrativePractice.opus[].title[].meta.institutions,14,0.0006948235644448856
textualProduction.administrativePractice.opus[].title[].meta.institutions[],14,0.0006948235644448856
textualProduction.discussedPhilosophy.opus[].dateAndPlace[].meta.names,14,0.0006948235644448856
textualProduction.discussedPhilosophy.opus[].dateAndPlace[].meta.names[],14,0.0006948235644448856
textualProduction.discussedReligion.opus[].dateAndPlace[].meta.dates[].type,14,0.0006948235644448856
textualProduction.history.opus[].manuscrits[].meta.places,14,0.0006948235644448856
textualProduction.history.opus[].manuscrits[].meta.places[],14,0.0006948235644448856
textualProduction.justice.opus[].editionBefore1700[].meta.titles,14,0.0006948235644448856
textualProduction.justice.opus[].editionBefore1700[].meta.titles[],14,0.0006948235644448856
textualProduction.litterature.opus[].editionBefore1700[].meta.titles,14,0.0006948235644448856
textualProduction.litterature.opus[].editionBefore1700[].meta.titles[],14,0.0006948235644448856
textualProduction.medicineOpus.opus[].dateAndPlace[].reference,14,0.0006948235644448856
textualProduction.medicineOpus.opus[].dateAndPlace[].reference[],14,0.0006948235644448856
textualProduction.medicineOpus.opus[].editionBefore1700[].meta.titles,14,0.0006948235644448856
textualProduction.medicineOpus.opus[].editionBefore1700[].meta.titles[],14,0.0006948235644448856
textualProduction.medicineOpus.opus[].editorialWork,14,0.0006948235644448856
textualProduction.medicineOpus.opus[].editorialWork[],14,0.0006948235644448856
textualProduction.medicineOpus.opus[].editorialWork[].meta,14,0.0006948235644448856
textualProduction.medicineOpus.opus[].editorialWork[].value,14,0.0006948235644448856
textualProduction.medicineOpus.opus[].manuscrits[].meta.dates,14,0.0006948235644448856
textualProduction.medicineOpus.opus[].manuscrits[].meta.dates[],14,0.0006948235644448856
textualProduction.medicineOpus.opus[].manuscrits[].meta.dates[].date,14,0.0006948235644448856
textualProduction.medicineOpus.opus[].manuscrits[].meta.dates[].type,14,0.0006948235644448856
textualProduction.political.opus[].editorialWork[].meta.titles,14,0.0006948235644448856
textualProduction.political.opus[].editorialWork[].meta.titles[],14,0.0006948235644448856
textualProduction.political.opus[].modernEdition[].meta.names,14,0.0006948235644448856
textualProduction.political.opus[].modernEdition[].meta.names[],14,0.0006948235644448856
textualProduction.religion.opus[].manuscrits[].comment,14,0.0006948235644448856
textualProduction.religion.opus[].manuscrits[].comment[],14,0.0006948235644448856
textualProduction.religion.opus[].versions[].italienne,14,0.0006948235644448856
textualProduction.religion.opus[].versions[].italienne[],14,0.0006948235644448856
textualProduction.religion.opus[].versions[].italienne[].meta,14,0.0006948235644448856
textualProduction.religion.opus[].versions[].italienne[].meta.titles,14,0.0006948235644448856
textualProduction.religion.opus[].versions[].italienne[].meta.titles[],14,0.0006948235644448856
textualProduction.religion.opus[].versions[].italienne[].value,14,0.0006948235644448856
textualProduction.religion.opus[].versions[].versionWork[].reference,14,0.0006948235644448856
textualProduction.religion.opus[].versions[].versionWork[].reference[],14,0.0006948235644448856
textualProduction.science.opus[].versions[].incipits,14,0.0006948235644448856
textualProduction.science.opus[].versions[].incipits[],14,0.0006948235644448856
textualProduction.science.opus[].versions[].incipits[].meta,14,0.0006948235644448856
textualProduction.science.opus[].versions[].incipits[].value,14,0.0006948235644448856
bibliography.bookReferences[].meta.dates,13,0.0006451933098416795
bibliography.bookReferences[].meta.dates[],13,0.0006451933098416795
bibliography.workReferences[].reference,13,0.0006451933098416795
bibliography.workReferences[].reference[],13,0.0006451933098416795
ecclesiasticalCareer.regularOrder[].meta.names,13,0.0006451933098416795
ecclesiasticalCareer.regularOrder[].meta.names[],13,0.0006451933098416795
professionalCareer.business[].meta.institutions,13,0.0006451933098416795
professionalCareer.business[].meta.institutions[],13,0.0006451933098416795
professionalCareer.kingdomCulturalFunction[].meta.dates,13,0.0006451933098416795
professionalCareer.kingdomCulturalFunction[].meta.dates[],13,0.0006451933098416795
professionalCareer.kingdomCulturalFunction[].meta.dates[].type,13,0.0006451933098416795
professionalCareer.kingdomCulturalFunction[].reference,13,0.0006451933098416795
professionalCareer.kingdomCulturalFunction[].reference[],13,0.0006451933098416795
relationalInsertion.friends[].meta.titles,13,0.0006451933098416795
relationalInsertion.friends[].meta.titles[],13,0.0006451933098416795
relationalInsertion.personalServicesRelationship[].meta.titles,13,0.0006451933098416795
relationalInsertion.personalServicesRelationship[].meta.titles[],13,0.0006451933098416795
relationalInsertion.professionalRelationships[].meta.dates[].date,13,0.0006451933098416795
relationalInsertion.willExecutor[].meta.titles,13,0.0006451933098416795
relationalInsertion.willExecutor[].meta.titles[],13,0.0006451933098416795
textualProduction.administrativePractice.opus[].dedicaceOrAdress[].meta.institutions,13,0.0006451933098416795
textualProduction.administrativePractice.opus[].dedicaceOrAdress[].meta.institutions[],13,0.0006451933098416795
textualProduction.discussedHistory.opus[].modernEdition,13,0.0006451933098416795
textualProduction.discussedHistory.opus[].modernEdition[],13,0.0006451933098416795
textualProduction.discussedHistory.opus[].modernEdition[].meta,13,0.0006451933098416795
textualProduction.discussedHistory.opus[].modernEdition[].meta.titles,13,0.0006451933098416795
textualProduction.discussedHistory.opus[].modernEdition[].meta.titles[],13,0.0006451933098416795
textualProduction.discussedHistory.opus[].modernEdition[].value,13,0.0006451933098416795
textualProduction.discussedScience.opus[].language,13,0.0006451933098416795
textualProduction.discussedScience.opus[].language[],13,0.0006451933098416795
textualProduction.discussedScience.opus[].language[].meta,13,0.0006451933098416795
textualProduction.discussedScience.opus[].language[].value,13,0.0006451933098416795
textualProduction.history.opus[].manuscrits[].meta.id,13,0.0006451933098416795
textualProduction.justice.opus[].language,13,0.0006451933098416795
textualProduction.justice.opus[].language[],13,0.0006451933098416795
textualProduction.justice.opus[].language[].meta,13,0.0006451933098416795
textualProduction.justice.opus[].language[].value,13,0.0006451933098416795
textualProduction.litterature.opus[].dateAndPlace[].meta.dates[].endDate,13,0.0006451933098416795
textualProduction.litterature.opus[].dateAndPlace[].meta.dates[].endDate.date,13,0.0006451933098416795
textualProduction.litterature.opus[].dateAndPlace[].meta.dates[].endDate.type,13,0.0006451933098416795
textualProduction.litterature.opus[].dateAndPlace[].meta.dates[].startDate,13,0.0006451933098416795
textualProduction.litterature.opus[].dateAndPlace[].meta.dates[].startDate.date,13,0.0006451933098416795
textualProduction.litterature.opus[].dateAndPlace[].meta.dates[].startDate.type,13,0.0006451933098416795
textualProduction.litterature.opus[].dateAndPlace[].reference,13,0.0006451933098416795
textualProduction.litterature.opus[].dateAndPlace[].reference[],13,0.0006451933098416795
textualProduction.manyFields,13,0.0006451933098416795
textualProduction.manyFields.meta,13,0.0006451933098416795
textualProduction.manyFields.opus,13,0.0006451933098416795
textualProduction.manyFields.opus[],13,0.0006451933098416795
textualProduction.manyFields.opus[].dateAndPlace,13,0.0006451933098416795
textualProduction.manyFields.opus[].dateAndPlace[],13,0.0006451933098416795
textualProduction.manyFields.opus[].dateAndPlace[].meta,13,0.0006451933098416795
textualProduction.manyFields.opus[].dateAndPlace[].value,13,0.0006451933098416795
textualProduction.manyFields.opus[].mainTitle,13,0.0006451933098416795
textualProduction.manyFields.opus[].title,13,0.0006451933098416795
textualProduction.manyFields.opus[].title[],13,0.0006451933098416795
textualProduction.manyFields.opus[].title[].meta,13,0.0006451933098416795
textualProduction.manyFields.opus[].title[].value,13,0.0006451933098416795
textualProduction.manyFields.value,13,0.0006451933098416795
textualProduction.medicineOpus.opus[].dateAndPlace[].meta.titles,13,0.0006451933098416795
textualProduction.medicineOpus.opus[].dateAndPlace[].meta.titles[],13,0.0006451933098416795
textualProduction.medicineOpus.opus[].editorialWork[].meta.names,13,0.0006451933098416795
textualProduction.medicineOpus.opus[].editorialWork[].meta.names[],13,0.0006451933098416795
textualProduction.philosophy.opus[].editorialWork[].meta.titles,13,0.0006451933098416795
textualProduction.philosophy.opus[].editorialWork[].meta.titles[],13,0.0006451933098416795
textualProduction.philosophyExtended.opus[].dateAndPlace[].meta.places,13,0.0006451933098416795
textualProduction.philosophyExtended.opus[].dateAndPlace[].meta.places[],13,0.0006451933098416795
textualProduction.political.opus[].versions[].versionWork,13,0.0006451933098416795
textualProduction.political.opus[].versions[].versionWork[],13,0.0006451933098416795
textualProduction.political.opus[].versions[].versionWork[].meta,13,0.0006451933098416795
textualProduction.political.opus[].versions[].versionWork[].value,13,0.0006451933098416795
textualProduction.religion.opus[].modernEdition[].meta.dates[].date,13,0.0006451933098416795
assets.otherHousing[].meta.institutions,12,0.0005955630552384734
assets.otherHousing[].meta.institutions[],12,0.0005955630552384734
bibliography.workReferences[].meta.places,12,0.0005955630552384734
bibliography.workReferences[].meta.places[],12,0.0005955630552384734
ecclesiasticalCareer.communityFundations[].meta.dates,12,0.0005955630552384734
ecclesiasticalCareer.communityFundations[].meta.dates[],12,0.0005955630552384734
ecclesiasticalCareer.communityFundations[].meta.dates[].type,12,0.0005955630552384734
orality.orality[].comment,12,0.0005955630552384734
orality.orality[].comment[],12,0.0005955630552384734
origin.diocese[].meta.dates,12,0.0005955630552384734
origin.diocese[].meta.dates[],12,0.0005955630552384734
origin.movesInOutParis[].meta.institutions,12,0.0005955630552384734
origin.movesInOutParis[].meta.institutions[],12,0.0005955630552384734
otherActivities.otherActivities[].comment,12,0.0005955630552384734
otherActivities.otherActivities[].comment[],12,0.0005955630552384734
professionalCareer.kingdomVariousFunction[].meta.dates[].endDate,12,0.0005955630552384734
professionalCareer.kingdomVariousFunction[].meta.dates[].endDate.date,12,0.0005955630552384734
professionalCareer.kingdomVariousFunction[].meta.dates[].endDate.type,12,0.0005955630552384734
professionalCareer.kingdomVariousFunction[].meta.dates[].startDate,12,0.0005955630552384734
professionalCareer.kingdomVariousFunction[].meta.dates[].startDate.date,12,0.0005955630552384734
professionalCareer.kingdomVariousFunction[].meta.dates[].startDate.type,12,0.0005955630552384734
textualProduction.administrativePractice.opus[].editionBefore1700[].meta.dates,12,0.0005955630552384734
textualProduction.administrativePractice.opus[].editionBefore1700[].meta.dates[],12,0.0005955630552384734
textualProduction.administrativePractice.opus[].editionBefore1700[].meta.dates[].date,12,0.0005955630552384734
textualProduction.administrativePractice.opus[].editionBefore1700[].meta.dates[].type,12,0.0005955630552384734
textualProduction.administrativePractice.opus[].editionBefore1700[].meta.titles,12,0.0005955630552384734
textualProduction.administrativePractice.opus[].editionBefore1700[].meta.titles[],12,0.0005955630552384734
textualProduction.discussedPhilosophy.opus[].language,12,0.0005955630552384734
textualProduction.discussedPhilosophy.opus[].language[],12,0.0005955630552384734
textualProduction.discussedPhilosophy.opus[].language[].meta,12,0.0005955630552384734
textualProduction.discussedPhilosophy.opus[].language[].value,12,0.0005955630552384734
textualProduction.discussedReligion.opus[].dateAndPlace[].meta.dates[].date,12,0.0005955630552384734
textualProduction.discussedReligion.opus[].editionBefore1700,12,0.0005955630552384734
textualProduction.discussedReligion.opus[].editionBefore1700[],12,0.0005955630552384734
textualProduction.discussedReligion.opus[].editionBefore1700[].meta,12,0.0005955630552384734
textualProduction.discussedReligion.opus[].editionBefore1700[].meta.places,12,0.0005955630552384734
textualProduction.discussedReligion.opus[].editionBefore1700[].meta.places[],12,0.0005955630552384734
textualProduction.discussedReligion.opus[].editionBefore1700[].value,12,0.0005955630552384734
textualProduction.history.opus[].versionWork,12,0.0005955630552384734
textualProduction.history.opus[].versionWork[],12,0.0005955630552384734
textualProduction.history.opus[].versionWork[].meta,12,0.0005955630552384734
textualProduction.history.opus[].versionWork[].value,12,0.0005955630552384734
textualProduction.justice.opus[].manuscrits[].meta.institutions,12,0.0005955630552384734
textualProduction.justice.opus[].manuscrits[].meta.institutions[],12,0.0005955630552384734
textualProduction.litterature.opus[].dateAndPlace[].meta.titles,12,0.0005955630552384734
textualProduction.litterature.opus[].dateAndPlace[].meta.titles[],12,0.0005955630552384734
textualProduction.litterature.opus[].titleVariant,12,0.0005955630552384734
textualProduction.litterature.opus[].titleVariant[],12,0.0005955630552384734
textualProduction.litterature.opus[].titleVariant[].meta,12,0.0005955630552384734
textualProduction.litterature.opus[].titleVariant[].meta.titles,12,0.0005955630552384734
textualProduction.litterature.opus[].titleVariant[].meta.titles[],12,0.0005955630552384734
textualProduction.litterature.opus[].titleVariant[].value,12,0.0005955630552384734
textualProduction.medicineOpus.opus[].dateAndPlace[].meta.names,12,0.0005955630552384734
textualProduction.medicineOpus.opus[].dateAndPlace[].meta.names[],12,0.0005955630552384734
textualProduction.medicineOpus.opus[].editionBefore1700[].meta.names,12,0.0005955630552384734
textualProduction.medicineOpus.opus[].editionBefore1700[].meta.names[],12,0.0005955630552384734
textualProduction.music.opus[].dateAndPlace[].meta.dates[].date,12,0.0005955630552384734
textualProduction.philosophy.opus[].modernEdition[].meta.names,12,0.0005955630552384734
textualProduction.philosophy.opus[].modernEdition[].meta.names[],12,0.0005955630552384734
textualProduction.religion.opus[].incipits[].meta.institutions,12,0.0005955630552384734
textualProduction.religion.opus[].incipits[].meta.institutions[],12,0.0005955630552384734
textualProduction.religion.opus[].undefined,12,0.0005955630552384734
textualProduction.religion.opus[].undefined[],12,0.0005955630552384734
textualProduction.religion.opus[].undefined[].meta,12,0.0005955630552384734
textualProduction.religion.opus[].undefined[].value,12,0.0005955630552384734
textualProduction.religion.opus[].versions[].language,12,0.0005955630552384734
textualProduction.religion.opus[].versions[].language[],12,0.0005955630552384734
textualProduction.religion.opus[].versions[].language[].meta,12,0.0005955630552384734
textualProduction.religion.opus[].versions[].language[].value,12,0.0005955630552384734
textualProduction.religion.opus[].versions[].manuscrits[].meta.dates,12,0.0005955630552384734
textualProduction.religion.opus[].versions[].manuscrits[].meta.dates[],12,0.0005955630552384734
textualProduction.religion.opus[].versions[].manuscrits[].meta.dates[].type,12,0.0005955630552384734
assets.will[].meta.places,11,0.0005459328006352672
assets.will[].meta.places[],11,0.0005459328006352672
bibliography.bookReferences[].meta.dates[].type,11,0.0005459328006352672
distinctiveSign.emblems[].reference,11,0.0005459328006352672
distinctiveSign.emblems[].reference[],11,0.0005459328006352672
ecclesiasticalCareer.benefits[].meta.places,11,0.0005459328006352672
ecclesiasticalCareer.benefits[].meta.places[],11,0.0005459328006352672
ecclesiasticalCareer.communityFundations[].meta.dates[].date,11,0.0005459328006352672
identity.datesOfActivity[].meta.institutions,11,0.0005459328006352672
identity.datesOfActivity[].meta.institutions[],11,0.0005459328006352672
identity.status[].comment,11,0.0005459328006352672
identity.status[].comment[],11,0.0005459328006352672
orality.orality[].meta.names,11,0.0005459328006352672
orality.orality[].meta.names[],11,0.0005459328006352672
origin.diocese[].meta.dates[].date,11,0.0005459328006352672
origin.diocese[].meta.dates[].type,11,0.0005459328006352672
origin.movesInOutParis[].meta.dates[].endDate,11,0.0005459328006352672
origin.movesInOutParis[].meta.dates[].endDate.date,11,0.0005459328006352672
origin.movesInOutParis[].meta.dates[].endDate.type,11,0.0005459328006352672
origin.movesInOutParis[].meta.dates[].startDate,11,0.0005459328006352672
origin.movesInOutParis[].meta.dates[].startDate.date,11,0.0005459328006352672
origin.movesInOutParis[].meta.dates[].startDate.type,11,0.0005459328006352672
otherActivities.otherActivities[].meta.titles,11,0.0005459328006352672
otherActivities.otherActivities[].meta.titles[],11,0.0005459328006352672
relationalInsertion.studentProfessorRelationships[].meta.titles,11,0.0005459328006352672
relationalInsertion.studentProfessorRelationships[].meta.titles[],11,0.0005459328006352672
relationalInsertion.willExecutor[].meta.places,11,0.0005459328006352672
relationalInsertion.willExecutor[].meta.places[],11,0.0005459328006352672
textualProduction.administrativePractice.opus[].editionBefore1700[].meta.places,11,0.0005459328006352672
textualProduction.administrativePractice.opus[].editionBefore1700[].meta.places[],11,0.0005459328006352672
textualProduction.administrativePractice.opus[].incipits[].comment,11,0.0005459328006352672
textualProduction.administrativePractice.opus[].incipits[].comment[],11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended,11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.meta,11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus,11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[],11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[].mainTitle,11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[].manuscrits,11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[].manuscrits[],11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[].manuscrits[].meta,11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[].manuscrits[].value,11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[].title,11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[].title[],11,0.0005459328006352672
textualProduction.discussedPhilosophyExtended.opus[].title[].meta,11,0.0005459328006352672
