reference,name,link,n_value_strings,chars_raw,chars_clean,has_percent_markup,has_dollar_markup,has_amp_markup
15592,ANDREAS dictus Calis,/individus/15592-andreasdictuscalis,17,577,551,1,1,1
2082,AGILINUS Bos de Brunswich,/individus/2082-agilinusbosdebrunswich,27,1349,1301,1,1,0
60303,ANTHONIUS Feydelli,/individus/60303-anthoniusfeydelli,14,404,392,1,1,0
55875,ADEMARUS de Virsaco,/individus/55875-ademarusdevirsaco,18,497,477,1,1,0
52500,ALBERTUS 5,/individus/52500-albertus5,14,504,491,1,1,0
105,ADAM de Sancto Leodegario,/individus/105-adamdesanctoleodegario,17,771,754,1,1,0
50790,ANDREAS de Florentia,/individus/50790-andreasdeflorentia,22,600,570,1,1,0
16162,AEGIDIUS Sardonis,/individus/16162-aegidiussardonis,15,409,395,1,1,0
15696,ANTHONIUS de Proilhac,/individus/15696-anthoniusdeproilhac,13,452,440,1,1,0
16823,ANDREAS Marguerie,/individus/16823-andreasmarguerie,40,2404,2343,1,1,1
112,ADAM de Vileron,/individus/112-adamdevileron,12,265,261,1,1,0
16335,ANTHONIUS de Rupe,/individus/16335-anthoniusderupe,11,318,312,1,1,0
16176,AEGIDIUS Leporis,/individus/16176-aegidiusleporis,17,397,383,1,1,0
720,ANDREAS de Friberga,/individus/720-andreasdefriberga,16,304,285,1,1,0
16833,AEGIDIUS Gervasii,/individus/16833-aegidiusgervasii,14,496,478,1,1,1
58836,ADAM de Stampis,/individus/58836-adamdestampis,15,699,689,1,1,1
2086,AEGIDIUS de Abbatisvilla,/individus/2086-aegidiusdeabbatisvilla,19,728,710,1,1,1
15689,ANTHONIUS Montanieu,/individus/15689-anthoniusmontanieu,12,421,411,1,1,0
17170,AEGIDIUS de Ulcheiocastro 2,/individus/17170-aegidiusdeulcheiocastro2,43,1668,1602,1,1,1
16016,AEGIDIUS Charles,/individus/16016-aegidiuscharles,12,286,278,1,1,0
998,ARNALDUS de Chaustiavilla,/individus/998-arnaldusdechaustiavilla,10,297,293,1,1,0
56242,AEGIDIUS de La=Vacqueresse,/individus/56242-aegidiusdela=vacqueresse,12,328,320,1,1,0
59771,ADRIANUS de Riedmatten,/individus/59771-adrianusderiedmatten,19,443,421,1,1,0
57231,ADAM de Laon,/individus/57231-adamdelaon,14,487,475,1,1,1
638,ANDREAS Emery,/individus/638-andreasemery,9,245,241,1,1,0
16059,AEGIDIUS de Lezenne,/individus/16059-aegidiusdelezenne,13,421,411,1,1,0
57163,AEGIDIUS de Sancto Dionysio 1,/individus/57163-aegidiusdesanctodionysio1,14,640,620,1,1,1
16474,ALANUS Baceste,/individus/16474-alanusbaceste,17,547,537,1,1,0
16346,ANTHONIUS de Longolio,/individus/16346-anthoniusdelongolio,28,1073,1028,1,1,0
15576,ADAM de Sancto Prejecto,/individus/15576-adamdesanctoprejecto,14,409,399,1,1,0
16072,AEGIDIUS Salomonis 2,/individus/16072-aegidiussalomonis2,22,952,924,1,1,1
16406,ANTHONIUS Gomaret,/individus/16406-anthoniusgomaret,14,442,431,1,1,0
16441,ADEMARUS de Cormellos,/individus/16441-ademarusdecormellos,14,409,401,1,1,0
51660,ABSALON de Sancto-Victore 2,/individus/51660-absalondesancto-victore2,21,996,966,1,1,1
599,ANDREAS de Longjumeau,/individus/599-andreasdelongjumeau,31,2106,2064,1,1,1
829,ANTHONIUS Kriessem,/individus/829-anthoniuskriessem,11,307,299,1,1,0
21957,AUBERTUS Oydel,/individus/21957-aubertusoydel,12,513,505,1,1,1
125,ADAM de Ayaco,/individus/125-adamdeayaco,20,737,719,1,1,1
3117,AEGIDIUS de Capellanis,/individus/3117-aegidiusdecapellanis,12,387,375,1,1,0
16958,ARNALDUS Bragman,/individus/16958-arnaldusbragman,11,465,453,1,1,1
16179,AEGIDIUS Ringuet,/individus/16179-aegidiusringuet,15,375,359,1,1,0
1000,ARNALDUS de Delft,/individus/1000-arnaldusdedelft,16,426,412,1,1,0
15718,ARNULPHUS Barrois,/individus/15718-arnulphusbarrois,15,479,465,1,1,0
18382,ARCHAUDUS Arodi,/individus/18382-archaudusarodi,11,486,480,1,1,1
16290,ANTHONIUS Avin,/individus/16290-anthoniusavin,16,489,471,1,1,0
49,ADAM Olearii,/individus/49-adamolearii,17,625,611,1,1,0
15634,ANDREAS Haguenin,/individus/15634-andreashaguenin,18,845,827,1,1,1
547,ALPHONSUS de Segura,/individus/547-alphonsusdesegura,16,836,818,1,1,0
16597,ACELINUS de Masches,/individus/16597-acelinusdemasches,30,1144,1098,1,1,0
16053,AEGIDIUS Gilberti,/individus/16053-aegidiusgilberti,13,342,332,1,1,0
1059,ARNULPHUS 2,/individus/1059-arnulphus2,17,522,510,1,1,1
775,ANTHONIUS Brian,/individus/775-anthoniusbrian,12,344,338,1,1,0
13146,AEGIDIUS Hannaert,/individus/13146-aegidiushannaert,23,1005,979,1,1,1
58167,AMBROSIUS Malonta,/individus/58167-ambrosiusmalonta,20,782,762,1,1,1
59187,AUBERTUS Belot,/individus/59187-aubertusbelot,13,350,342,1,1,0
16227,ALANUS Le Brun I,/individus/16227-alanuslebruni,16,408,392,1,1,0
330,ALARDUS Hopper de Groningen,/individus/330-alardushopperdegroningen,19,598,576,1,1,0
84,ADAM de Franseriis,/individus/84-adamdefranseriis,30,1115,1085,1,1,0
3128,AEGIDIUS de Monte,/individus/3128-aegidiusdemonte,12,293,283,1,1,0
657,ANDREAS Hancko,/individus/657-andreashancko,16,423,407,1,1,0
1063,ARNULPHUS de Cruce,/individus/1063-arnulphusdecruce,16,521,505,1,1,1
23298,ANSELMUS de Vitriaco,/individus/23298-anselmusdevitriaco,13,576,566,1,1,0
16482,ALANUS Erhec,/individus/16482-alanuserhec,15,401,387,1,1,0
13144,AEGIDIUS de Roya,/individus/13144-aegidiusderoya,71,3094,3026,1,1,1
54921,AMADEUS Lautrerii,/individus/54921-amadeuslautrerii,12,299,290,1,1,0
17108,AEGIDIUS Ploquin,/individus/17108-aegidiusploquin,10,473,465,1,1,1
68,ADAM de Baudribosc,/individus/68-adamdebaudribosc,69,4056,3947,1,1,1
16210,AEGIDIUS Tonnelli,/individus/16210-aegidiustonnelli,14,344,330,1,1,0
59938,ANTHONIUS Picot,/individus/59938-anthoniuspicot,16,480,466,1,1,0
16211,AEGIDIUS Touraud,/individus/16211-aegidiustouraud,14,358,348,1,1,0
168,AEGIDIUS Brune,/individus/168-aegidiusbrune,18,927,903,1,1,0
1097,AUGUSTINUS Kazotic de Tragurio,/individus/1097-augustinuskazoticdetragurio,50,2304,2245,1,1,1
78,ADAM Crocq,/individus/78-adamcrocq,12,296,286,1,1,1
884,ARNALDUS Corbel,/individus/884-arnalduscorbel,10,209,203,1,1,0
16505,AEGIDIUS de Merchtere,/individus/16505-aegidiusdemerchtere,12,555,547,1,1,0
50799,ADAM Soetter,/individus/50799-adamsoetter,14,447,439,1,1,0
18345,ASTORGIUS Garnerii,/individus/18345-astorgiusgarnerii,18,613,573,1,1,1
812,ANTHONIUS Balue,/individus/812-anthoniusbalue,14,419,404,1,1,0
53378,ARNALDUS de Courtrai,/individus/53378-arnaldusdecourtrai,17,603,589,1,1,1
782,ANTHONIUS de Berlettes,/individus/782-anthoniusdeberlettes,15,451,441,1,1,0
57815,AMELINA de Berron,/individus/57815-amelinadeberron,16,576,560,1,1,1
895,ARNALDUS de Haestelberch,/individus/895-arnaldusdehaestelberch,11,318,308,1,1,0
59726,ARNOLDA de Coquelet,/individus/59726-arnoldadecoquelet,11,298,292,1,1,0
193,AEGIDIUS Moysi dictus Pluma,/individus/193-aegidiusmoysidictuspluma,20,1090,1073,1,1,0
15599,ALANUS Salle,/individus/15599-alanussalle,14,458,448,1,1,0
60127,AEGIDIUS de Drouino,/individus/60127-aegidiusdedrouino,18,490,476,1,1,0
3122,AEGIDIUS de Doullens,/individus/3122-aegidiusdedoullens,12,365,353,1,1,0
370,ALBERTUS Cluniacensis,/individus/370-albertuscluniacensis,41,2218,2186,1,1,1
17169,ANTHONIUS de Palude,/individus/17169-anthoniusdepalude,15,719,707,1,1,1
55869,ADAM 3,/individus/55869-adam3,12,301,295,1,1,0
51525,AUGUSTINUS Tolomei de Senis,/individus/51525-augustinustolomeidesenis,18,732,720,1,1,1
56238,AMBROSIUS Hemery,/individus/56238-ambrosiushemery,24,714,674,1,1,0
17064,ANDREAS Giffart,/individus/17064-andreasgiffart,10,469,461,1,1,1
16483,ALANUS Eurini,/individus/16483-alanuseurini,17,658,636,1,1,1
15723,ARTHURUS d'Aulnay,/individus/15723-arthurusd'aulnay,39,1667,1603,1,1,0
54891,ANDREAS Roberti 1,/individus/54891-andreasroberti1,20,567,547,1,1,0
135,ADERANUS Fwolceri Van Meer,/individus/135-aderanusfwolcerivanmeer,16,432,420,1,1,0
52223,ANDREAS de Forluno,/individus/52223-andreasdeforluno,15,781,759,1,1,1
15846,ADAM Malebranque,/individus/15846-adammalebranque,13,434,420,1,1,0
17113,AEGIDIUS Gratmoly,/individus/17113-aegidiusgratmoly,10,454,446,1,1,1
239,AGNELLUS Pisanus,/individus/239-agnelluspisanus,20,775,761,1,1,1
648,ANDREAS Ghini de Florentia,/individus/648-andreasghinideflorentia,45,2221,2160,1,1,1
312,ALANUS de Rupibus,/individus/312-alanusderupibus,16,489,474,1,1,0
57774,ARNALDUS de Morlanis,/individus/57774-arnaldusdemorlanis,17,488,470,1,1,0
60693,ANSELMUS de Duaco,/individus/60693-anselmusdeduaco,16,380,370,1,1,0
3129,AEGIDIUS de Moreto,/individus/3129-aegidiusdemoreto,17,791,773,1,1,1
15595,ALANUS Michel,/individus/15595-alanusmichel,13,346,338,1,1,0
16390,ALANUS Lemarech,/individus/16390-alanuslemarech,20,1071,1047,1,1,0
16177,AEGIDIUS Ricardi,/individus/16177-aegidiusricardi,14,314,304,1,1,0
16366,ANTHONIUS Chalvini,/individus/16366-anthoniuschalvini,14,370,358,1,1,0
114,ADAM de Vorde,/individus/114-adamdevorde,17,914,898,1,1,0
890,ARNALDUS Ysarn,/individus/890-arnaldusysarn,11,221,217,1,1,0
353,ALBERTUS Nicolai 1,/individus/353-albertusnicolai1,13,463,451,1,1,1
448,ALEXANDER Fabri de Tarbato,/individus/448-alexanderfabridetarbato,21,829,807,1,1,0
16058,AEGIDIUS Le Progneux,/individus/16058-aegidiusleprogneux,12,341,333,1,1,0
16286,AEGIDIUS Le Covereur,/individus/16286-aegidiuslecovereur,13,532,518,1,1,1
60688,AMBROSIUS de Vicecomitibus,/individus/60688-ambrosiusdevicecomitibus,16,439,431,1,1,0
16267,ANDREAS Mercatoris,/individus/16267-andreasmercatoris,12,317,309,1,1,0
15708,ARNALDUS de Jeurre,/individus/15708-arnaldusdejeurre,17,675,657,1,1,0
672,ANDREAS Laurentii,/individus/672-andreaslaurentii,19,552,532,1,1,1
54504,ANTHONIUS de Edua,/individus/54504-anthoniusdeedua,21,544,522,1,1,0
18368,ARMANDUS,/individus/18368-armandus,12,223,209,1,1,1
16223,ALANUS Fanigo,/individus/16223-alanusfanigo,16,415,399,1,1,0
16212,AEGIDIUS Vaucherii,/individus/16212-aegidiusvaucherii,16,496,482,1,1,0
16448,ALANUS de Fezan,/individus/16448-alanusdefezan,14,531,521,1,1,0
563,AMBLARDUS,/individus/563-amblardus,12,286,276,1,1,0
16355,ANTHONIUS Jacobi,/individus/16355-anthoniusjacobi,14,388,376,1,1,0
60543,ANDREA de Laillier,/individus/60543-andreadelaillier,13,411,403,1,1,0
131,ADEMARUS Roberti,/individus/131-ademarusroberti,33,1084,1042,1,1,0
60696,ANSELMUS Blocquiel,/individus/60696-anselmusblocquiel,21,616,596,1,1,0
54181,AEGIDIUS de Lissiaco,/individus/54181-aegidiusdelissiaco,15,397,385,1,1,0
161,AEGIDIUS Albisupercilii,/individus/161-aegidiusalbisupercilii,15,442,428,1,1,0
203,AEGIDIUS Senescalli,/individus/203-aegidiussenescalli,9,229,223,1,1,0
297,ALANUS Spinefort,/individus/297-alanusspinefort,13,366,354,1,1,0
59788,ANDREAS Des Marez,/individus/59788-andreasdesmarez,13,382,372,1,1,0
17050,ANTHONIUS de Coyeghem,/individus/17050-anthoniusdecoyeghem,10,478,470,1,1,1
15674,ANTHONIUS Estournel,/individus/15674-anthoniusestournel,26,1033,997,1,1,1
17190,AEGIDIUS de Charly,/individus/17190-aegidiusdecharly,12,551,536,1,1,1
940,ARNALDUS Bloeyer de Gouda,/individus/940-arnaldusbloeyerdegouda,18,904,886,1,1,0
50005,ANDREAS Le Riche,/individus/50005-andreasleriche,13,597,579,1,1,1
631,ANDREAS Creync,/individus/631-andreascreync,19,540,518,1,1,0
16460,AEGIDIUS Le Bouc,/individus/16460-aegidiuslebouc,13,515,503,1,1,0
23292,AEGIDIUS de Platea 2,/individus/23292-aegidiusdeplatea2,11,304,296,1,1,0
60682,AEGIDIUS de Le Coquerie,/individus/60682-aegidiusdelecoquerie,16,436,418,1,1,0
59639,ADEMARUS de Campis,/individus/59639-ademarusdecampis,14,536,518,1,1,0
681,ANDREAS Munier,/individus/681-andreasmunier,19,568,550,1,1,1
1060,ARNULPHUS Alouf,/individus/1060-arnulphusalouf,34,1733,1695,1,1,1
19315,ARNALDUS Le Vassault,/individus/19315-arnalduslevassault,17,550,536,1,1,0
51698,AEGIDIUS de Crepy,/individus/51698-aegidiusdecrepy,20,658,632,1,1,1
3126,AEGIDIUS de Lessinis,/individus/3126-aegidiusdelessinis,143,7442,7316,1,1,1
17142,AUDOINUS de Cambrai,/individus/17142-audoinusdecambrai,12,672,654,1,1,1
121,ADAM Wallensis,/individus/121-adamwallensis,23,855,827,1,1,1
16982,ALBERTUS Vicecomes de Placencia,/individus/16982-albertusvicecomesdeplacencia,19,801,782,1,1,1
315,ALANUS de Vallibus,/individus/315-alanusdevallibus,11,405,397,1,1,1
54477,AEGIDIUS Cornu,/individus/54477-aegidiuscornu,32,1086,1038,1,1,1
15669,ANTHONIUS Chaneti,/individus/15669-anthoniuschaneti,11,195,187,1,1,0
16257,ANDREAS de Batis,/individus/16257-andreasdebatis,16,746,730,1,1,1
17083,ANTHONIUS Gueyfaut,/individus/17083-anthoniusgueyfaut,10,458,452,1,1,1
404,ALBERTUS de Bohemia 1,/individus/404-albertusdebohemia1,12,576,562,1,1,0
718,ANDREAS de Feucheriis,/individus/718-andreasdefeucheriis,16,418,402,1,1,1
454,ALEXANDER Alexandri,/individus/454-alexanderalexandri,32,2319,2279,1,1,1
16596,ANCELINUS de Vitriaco,/individus/16596-ancelinusdevitriaco,18,824,808,1,1,0
53853,AUGERIUS Baracii,/individus/53853-augeriusbaracii,18,407,385,1,1,0
16061,AEGIDIUS Malin,/individus/16061-aegidiusmalin,14,453,437,1,1,0
59937,ANTHONIUS Taintelier,/individus/59937-anthoniustaintelier,15,456,444,1,1,0
3134,AEGIDIUS de Presles,/individus/3134-aegidiusdepresles,25,799,777,1,1,1
16225,ALANUS Grater,/individus/16225-alanusgrater,13,312,302,1,1,0
60674,AEGIDIUS de Bosco 2,/individus/60674-aegidiusdebosco2,17,456,438,1,1,0
3127,AEGIDIUS de Liège,/individus/3127-aegidiusdeliège,43,1486,1428,1,1,1
16496,ANTHONIUS Palluy,/individus/16496-anthoniuspalluy,11,312,308,1,1,0
58866,ACARDUS,/individus/58866-acardus,13,335,325,1,1,0
16062,AEGIDIUS de Marchia,/individus/16062-aegidiusdemarchia,19,693,673,1,1,0
176,AEGIDIUS Chaumardi 1,/individus/176-aegidiuschaumardi1,19,784,766,1,1,0
22147,ALBERICUS 2,/individus/22147-albericus2,12,374,362,1,1,1
527,ALARDUS de Delft,/individus/527-alardusdedelft,19,601,579,1,1,0
973,ARNALDUS Poleman de Sondis,/individus/973-arnalduspolemandesondis,12,373,360,1,1,0
37,ADAM Dartois,/individus/37-adamdartois,14,498,482,1,1,1
15598,ALANUS Percheval,/individus/15598-alanuspercheval,14,402,389,1,1,0
58398,ADAM de Magno Ponte,/individus/58398-adamdemagnoponte,12,410,394,1,1,1
58409,ANCELLUS de Garlandia 2,/individus/58409-ancellusdegarlandia2,20,738,713,1,1,1
21998,ADAM de Dombras,/individus/21998-adamdedombras,13,346,332,1,1,0
727,ANDREAS de Leyden,/individus/727-andreasdeleyden,17,463,445,1,1,0
891,ARNALDUS de Anden,/individus/891-arnaldusdeanden,10,264,256,1,1,0
987,ARNALDUS de Aussaco,/individus/987-arnaldusdeaussaco,9,240,232,1,1,0
50932,ALBERTUS 1,/individus/50932-albertus1,14,504,488,1,1,1
60554,AEGIDIUS Blanchart,/individus/60554-aegidiusblanchart,13,298,292,1,1,0
60495,ANDREAS Perier,/individus/60495-andreasperier,13,369,361,1,1,0
846,ANTHONIUS de Challant,/individus/846-anthoniusdechallant,45,2479,2411,1,1,1
22105,ADAM de Sancto Dyonisio,/individus/22105-adamdesanctodyonisio,17,496,482,1,1,0
52,ADAM Pice,/individus/52-adampice,20,958,934,1,1,0
587,ANCELINUS Gastonis,/individus/587-ancelinusgastonis,16,663,645,1,1,1
757,ANCELLUS VI de Garlandia,/individus/757-ancellusvidegarlandia,13,504,490,1,1,0
874,ARMANDUS de Sancto Quintino,/individus/874-armandusdesanctoquintino,10,280,272,1,1,0
16523,ADAM Tournemeule,/individus/16523-adamtournemeule,17,606,586,1,1,1
29,ADAM Blanque,/individus/29-adamblanque,15,514,505,1,1,0
126,ADAM de Cambrai,/individus/126-adamdecambrai,61,3350,3252,1,1,1
17196,AUBERTUS Roatin,/individus/17196-aubertusroatin,15,602,583,1,1,1
614,ANDREAS Audebus,/individus/614-andreasaudebus,23,951,929,1,1,0
56213,ABRAHAM,/individus/56213-abraham,13,283,269,1,1,0
204,AEGIDIUS Tournemeule,/individus/204-aegidiustournemeule,18,638,620,1,1,1
15597,ALANUS Moing,/individus/15597-alanusmoing,12,320,310,1,1,0
313,ALANUS de Savigniaco,/individus/313-alanusdesavigniaco,16,600,588,1,1,0
651,ANDREAS Gotwaltz,/individus/651-andreasgotwaltz,16,342,324,1,1,0
16158,ANTHONIUS Generis,/individus/16158-anthoniusgeneris,22,660,634,1,1,0
16949,ARNALDUS de Marle,/individus/16949-arnaldusdemarle,36,1787,1727,1,1,1
838,ANTHONIUS Vavassoris de Bellavalle,/individus/838-anthoniusvavassorisdebellavalle,19,823,809,1,1,0
712,ANDREAS de Cresciaco,/individus/712-andreasdecresciaco,11,256,250,1,1,0
916,ARNALDUS de Vorslas,/individus/916-arnaldusdevorslas,11,293,285,1,1,0
16130,ADAM Joly,/individus/16130-adamjoly,10,275,267,1,1,0
264,ALANUS 4,/individus/264-alanus4,11,375,367,1,1,0
926,ARNALDUS de Celario,/individus/926-arnaldusdecelario,40,1381,1323,1,1,1
16156,ANDREAS Pelliparii,/individus/16156-andreaspelliparii,18,541,515,1,1,0
57209,AEGIDIUS de Burs,/individus/57209-aegidiusdeburs,15,505,491,1,1,1
50947,ANSELMUS de Mailliaco,/individus/50947-anselmusdemailliaco,14,328,320,1,1,0
16117,AEGIDIUS de Capellis,/individus/16117-aegidiusdecapellis,11,396,385,1,1,1
15682,ANTHONIUS Guignon,/individus/15682-anthoniusguignon,10,188,180,1,1,0
768,ANSELMUS de Duren,/individus/768-anselmusdeduren,13,353,339,1,1,0
613,ANDREAS Auban,/individus/613-andreasauban,20,487,451,1,1,0
901,ARNALDUS de Uzia,/individus/901-arnaldusdeuzia,15,471,455,1,1,0
16304,AEGIDIUS 3,/individus/16304-aegidius3,13,394,386,1,1,0
686,ANDREAS Raffini,/individus/686-andreasraffini,15,428,422,1,1,0
109,ADAM de Suessione,/individus/109-adamdesuessione,15,386,376,1,1,0
55,ADAM Rigaud,/individus/55-adamrigaud,18,471,453,1,1,0
402,ALBERTUS Veros de Sancto Presto,/individus/402-albertusverosdesanctopresto,11,437,426,1,1,1
16834,AEGIDIUS de Curia,/individus/16834-aegidiusdecuria,14,402,392,1,1,0
16319,ACELINUS de Asceio,/individus/16319-acelinusdeasceio,12,315,306,1,1,0
56982,ADAM de Chableio,/individus/56982-adamdechableio,16,665,645,1,1,1
59770,ADRIANUS Gallici de Wale,/individus/59770-adrianusgallicidewale,16,410,394,1,1,0
51383,ANDREAS de Florence,/individus/51383-andreasdeflorence,11,206,200,1,1,0
17078,ANTHONIUS P…le,/individus/17078-anthoniusp…le,10,438,432,1,1,1
15707,ARBSTUS Dichfeu,/individus/15707-arbstusdichfeu,13,384,374,1,1,0
60093,AEGIDIUS de Baquencourt,/individus/60093-aegidiusdebaquencourt,16,433,421,1,1,0
53,ADAM Piri,/individus/53-adampiri,11,233,225,1,1,0
22050,AEGIDIUS de Quarello,/individus/22050-aegidiusdequarello,14,348,338,1,1,0
22051,AEGIDIUS Archiepiscopi,/individus/22051-aegidiusarchiepiscopi,14,352,340,1,1,0
60337,ANTHONIUS Des Moulins,/individus/60337-anthoniusdesmoulins,13,402,392,1,1,0
15604,ALBINUS Kaermeson,/individus/15604-albinuskaermeson,14,436,426,1,1,0
54931,ARNALDUS Leotardi,/individus/54931-arnaldusleotardi,18,470,446,1,1,0
2084,AEGIDIUS de Gallucci,/individus/2084-aegidiusdegallucci,24,901,880,1,1,1
56529,AL.,/individus/56529-al.,13,240,232,1,1,0
742,ANDREAS de Wesalia,/individus/742-andreasdewesalia,11,256,248,1,1,0
1020,ARNALDUS de Saraco,/individus/1020-arnaldusdesaraco,13,327,317,1,1,0
16246,ALANUS Piscatoris,/individus/16246-alanuspiscatoris,13,301,291,1,1,0
717,ANDREAS de Felburga,/individus/717-andreasdefelburga,10,287,279,1,1,0
56955,AEGIDIUS Dordon,/individus/56955-aegidiusdordon,15,578,566,1,1,1
725,ANDREAS de Hassia de Langensteyn,/individus/725-andreasdehassiadelangensteyn,22,635,607,1,1,0
14,ADAM 1,/individus/14-adam1,13,261,252,1,1,0
17095,ANDREAS Le Juste,/individus/17095-andreaslejuste,10,448,442,1,1,1
60182,AUGUSTINUS Nidrosiensis,/individus/60182-augustinusnidrosiensis,35,2328,2267,1,1,1
825,ANTHONIUS Gerardi,/individus/825-anthoniusgerardi,14,356,346,1,1,0
1076,ASTORGIUS de Aureliaco,/individus/1076-astorgiusdeaureliaco,19,768,746,1,1,1
16500,AEGIDIUS Tibelin,/individus/16500-aegidiustibelin,14,763,749,1,1,0
57141,ALANUS 2,/individus/57141-alanus2,15,654,632,1,1,1
844,ANTHONIUS de Bosco,/individus/844-anthoniusdebosco,28,1002,971,1,1,0
172,AEGIDIUS Carlerii,/individus/172-aegidiuscarlerii,228,15735,15367,1,1,1
649,ANDREAS Glaync,/individus/649-andreasglaync,13,324,308,1,1,0
51864,AEGIDIUS Guillelmus Missali,/individus/51864-aegidiusguillelmusmissali,51,2064,2012,1,1,1
60451,ALANUS Clerc,/individus/60451-alanusclerc,13,364,356,1,1,0
16047,AEGIDIUS Du Mont,/individus/16047-aegidiusdumont,12,299,291,1,1,0
59427,ANTHONIUS Destesens,/individus/59427-anthoniusdestesens,13,376,364,1,1,0
30,ADAM Bourgin,/individus/30-adambourgin,27,1043,1005,1,1,1
15600,ALANUS Symonis,/individus/15600-alanussymonis,11,376,365,1,1,0
60146,AGNES de Goeulzin,/individus/60146-agnesdegoeulzin,12,358,348,1,1,0
665,ANDREAS Inglis,/individus/665-andreasinglis,16,420,406,1,1,0
275,ALANUS Gonterii 1,/individus/275-alanusgonterii1,50,2242,2178,1,1,1
290,ALANUS Oliverii,/individus/290-alanusoliverii,35,1578,1536,1,1,1
54922,AMADEUS de Mousarii,/individus/54922-amadeusdemousarii,13,317,308,1,1,0
16506,AEGIDIUS de Zela,/individus/16506-aegidiusdezela,13,604,592,1,1,0
51685,ALEXANDER de Coucy,/individus/51685-alexanderdecoucy,16,524,510,1,1,1
17157,ANGELUS Johannis,/individus/17157-angelusjohannis,19,564,547,1,1,1
56560,ADEMARUS Jorii,/individus/56560-ademarusjorii,15,378,364,1,1,0
51934,ANTHONIUS de Aribaldis de Valentia,/individus/51934-anthoniusdearibaldisdevalentia,31,939,909,1,1,1
16266,ANDREAS de La Touche,/individus/16266-andreasdelatouche,14,375,363,1,1,0
1089,AUDOINUS Aubert,/individus/1089-audoinusaubert,53,1671,1607,1,1,1
16511,AEGIDIUS Poete,/individus/16511-aegidiuspoete,14,607,595,1,1,0
55912,AEGIDIUS de Pruvino,/individus/55912-aegidiusdepruvino,15,344,336,1,1,0
407,ALBERTUS de Epingen,/individus/407-albertusdeepingen,10,292,284,1,1,0
4,ABRAHAM Alberti,/individus/4-abrahamalberti,21,1068,1042,1,1,1
60342,ANDREAS Langlet,/individus/60342-andreaslanglet,13,392,382,1,1,0
47,ADAM Marescalli,/individus/47-adammarescalli,18,813,801,1,1,0
224,AEGIDIUS de Medonta,/individus/224-aegidiusdemedonta,20,704,688,1,1,1
15506,ALEXANDER de Monte Acuto,/individus/15506-alexanderdemonteacuto,34,1579,1533,1,1,1
57332,ADAM de Voyenne,/individus/57332-adamdevoyenne,14,521,507,1,1,1
24,ADAM Barate,/individus/24-adambarate,14,327,317,1,1,0
58621,ARNALDUS Conpistel,/individus/58621-arnaldusconpistel,17,531,509,1,1,0
17162,ADAM de Mericourt,/individus/17162-adamdemericourt,11,278,272,1,1,1
17023,ANTHONIUS de Puteo,/individus/17023-anthoniusdeputeo,10,456,450,1,1,1
53374,ALBERICUS de Opreno,/individus/53374-albericusdeopreno,15,510,496,1,1,1
191,AEGIDIUS Moardi,/individus/191-aegidiusmoardi,17,605,589,1,1,0
791,ANTHONIUS Durand,/individus/791-anthoniusdurand,11,324,316,1,1,0
371,ALBERTUS 3,/individus/371-albertus3,11,378,369,1,1,1
60163,AEGIDIUS de Douvrin,/individus/60163-aegidiusdedouvrin,19,540,530,1,1,0
9623,AUGERIUS de Placeio,/individus/9623-augeriusdeplaceio,13,439,425,1,1,0
754,ANGELUS de Urbeveteri,/individus/754-angelusdeurbeveteri,17,457,445,1,1,0
1031,ARNALDUS de Wouda,/individus/1031-arnaldusdewouda,18,544,522,1,1,0
357,ALBERTUS de Bohemia 2,/individus/357-albertusdebohemia2,23,1025,999,1,1,0
1085,ALBERICUS Andree de Tullo,/individus/1085-albericusandreedetullo,31,1533,1491,1,1,1
1075,ASSOT,/individus/1075-assot,12,339,333,1,1,0
25,ADAM Baro de Setjenia,/individus/25-adambarodesetjenia,18,508,488,1,1,0
767,ANSELMUS de Cantabrigia,/individus/767-anselmusdecantabrigia,9,221,217,1,1,0
986,ARNALDUS de Arsen,/individus/986-arnaldusdearsen,10,270,262,1,1,0
1084,ALBERICUS de Pratellis,/individus/1084-albericusdepratellis,23,1118,1094,1,1,0
60684,AEGIDIUS de Montefalcone,/individus/60684-aegidiusdemontefalcone,16,421,395,1,1,0
15713,ANTHONIUS de Brodino,/individus/15713-anthoniusdebrodino,22,705,683,1,1,0
295,ALANUS Rollandi,/individus/295-alanusrollandi,14,476,460,1,1,1
56243,AEGIDIUS de Laval-Loué,/individus/56243-aegidiusdelaval-loué,30,1025,977,1,1,0
16580,ALEXANDER de Wichard,/individus/16580-alexanderdewichard,15,597,579,1,1,0
16317,AUFREDUS Perroti,/individus/16317-aufredusperroti,13,292,284,1,1,0
199,AEGIDIUS Rawmes,/individus/199-aegidiusrawmes,15,605,593,1,1,0
16020,AEGIDIUS Decestois,/individus/16020-aegidiusdecestois,11,370,357,1,1,0
267,ALANUS de Villacollis,/individus/267-alanusdevillacollis,31,2279,2225,1,1,1
58961,ADENULPHUS de Supino,/individus/58961-adenulphusdesupino,22,601,571,1,1,0
17053,ANTHONIUS Chaussade,/individus/17053-anthoniuschaussade,11,454,448,1,1,1
52111,AMALRICUS de Argentolio,/individus/52111-amalricusdeargentolio,15,634,614,1,1,1
15845,ADAM Maioris,/individus/15845-adammaioris,14,438,427,1,1,0
